Group 122 (omitted pair: (4, 8)): 	[(0, 14, 31),(1, 15, 28),(2, 5, 23),(3, 19, 21),(6, 10, 24),(7, 16, 30),(9, 20, 22),(11, 13, 25),(12, 27, 29),(17, 18, 26)]
Group 123 (omitted pair: (4, 9)): 	[(0, 6, 16),(1, 17, 20),(2, 3, 11),(5, 10, 31),(7, 13, 22),(8, 12, 25),(14, 29, 30),(15, 19, 27),(18, 21, 28),(23, 24, 26)]
Group 124 (omitted pair: (4, 10)): 	[(0, 1, 19),(2, 8, 22),(3, 13, 20),(5, 16, 24),(6, 12, 27),(7, 11, 28),(9, 15, 25),(14, 26, 31),(17, 18, 23),(21, 29, 30)]
Group 125 (omitted pair: (4, 11)): 	[(0, 16, 21),(1, 23, 26),(2, 8, 28),(3, 17, 30),(5, 13, 18),(6, 10, 25),(7, 14, 20),(9, 12, 22),(15, 29, 31),(19, 24, 27)]
Group 126 (omitted pair: (4, 12)): 	[(0, 18, 26),(1, 8, 16),(2, 3, 19),(5, 14, 24),(6, 13, 31),(7, 11, 22),(9, 27, 28),(10, 21, 29),(15, 25, 30),(17, 20, 23)]
Group 127 (omitted pair: (4, 13)): 	[(0, 8, 25),(1, 30, 31),(2, 24, 27),(3, 14, 20),(5, 6, 21),(7, 10, 11),(9, 12, 18),(15, 19, 22),(16, 26, 28),(17, 23, 29)]
Group 128 (omitted pair: (4, 14)): 	[(0, 10, 11),(1, 19, 26),(2, 12, 27),(3, 9, 15),(5, 23, 24),(6, 25, 29),(7, 16, 21),(8, 28, 30),(13, 20, 31),(17, 18, 22)]
Group 129 (omitted pair: (4, 15)): 	[(0, 11, 21),(1, 7, 10),(2, 13, 27),(3, 6, 24),(5, 19, 29),(8, 14, 23),(9, 18, 20),(12, 25, 30),(16, 17, 22),(26, 28, 31)]
Group 130 (omitted pair: (4, 16)): 	[(0, 3, 8),(1, 13, 30),(2, 5, 28),(6, 9, 23),(7, 21, 25),(10, 27, 29),(11, 14, 24),(12, 22, 31),(15, 17, 18),(19, 20, 26)]
Group 131 (omitted pair: (4, 17)): 	[(0, 6, 11),(1, 13, 19),(2, 5, 16),(3, 9, 30),(7, 14, 31),(8, 21, 25),(10, 22, 26),(12, 23, 29),(15, 18, 27),(20, 24, 28)]
Group 132 (omitted pair: (4, 18)): 	[(0, 7, 10),(1, 3, 23),(2, 5, 15),(6, 17, 22),(8, 13, 16),(9, 21, 27),(11, 14, 19),(12, 24, 26),(20, 28, 30),(25, 29, 31)]
Group 133 (omitted pair: (4, 19)): 	[(0, 6, 10),(1, 12, 31),(2, 3, 9),(5, 17, 29),(7, 27, 28),(8, 13, 30),(11, 23, 26),(14, 24, 25),(15, 21, 22),(16, 18, 20)]
Group 134 (omitted pair: (4, 20)): 	[(0, 8, 12),(1, 7, 11),(2, 24, 28),(3, 6, 14),(5, 10, 23),(9, 26, 27),(13, 22, 29),(15, 16, 31),(17, 18, 25),(19, 21, 30)]
Group 135 (omitted pair: (4, 21)): 	[(0, 2, 29),(1, 5, 9),(3, 8, 23),(6, 11, 16),(7, 17, 19),(10, 14, 18),(12, 22, 24),(13, 15, 31),(20, 25, 26),(27, 28, 30)]
Group 136 (omitted pair: (4, 22)): 	[(0, 3, 6),(1, 21, 28),(2, 5, 12),(7, 8, 25),(9, 11, 20),(10, 15, 23),(13, 16, 19),(14, 18, 24),(17, 26, 27),(29, 30, 31)]
Group 137 (omitted pair: (4, 23)): 	[(0, 2, 14),(1, 13, 27),(3, 6, 19),(5, 20, 22),(7, 28, 31),(8, 12, 18),(9, 24, 25),(10, 17, 29),(11, 15, 30),(16, 21, 26)]
Group 138 (omitted pair: (4, 24)): 	[(0, 8, 21),(1, 5, 23),(2, 18, 25),(3, 9, 26),(6, 13, 29),(7, 19, 22),(10, 14, 20),(11, 28, 30),(12, 15, 31),(16, 17, 27)]
Group 139 (omitted pair: (4, 25)): 	[(0, 12, 30),(1, 10, 20),(2, 8, 29),(3, 13, 23),(5, 15, 28),(6, 16, 27),(7, 17, 18),(9, 11, 22),(14, 21, 24),(19, 26, 31)]
Group 140 (omitted pair: (4, 26)): 	[(0, 7, 12),(1, 5, 22),(2, 9, 30),(3, 18, 28),(6, 17, 24),(8, 14, 21),(10, 20, 29),(11, 15, 25),(13, 16, 31),(19, 23, 27)]
Group 141 (omitted pair: (4, 27)): 	[(0, 8, 20),(1, 18, 22),(2, 5, 6),(3, 15, 28),(7, 10, 21),(9, 24, 29),(11, 16, 17),(12, 23, 31),(13, 19, 25),(14, 26, 30)]
Group 142 (omitted pair: (4, 28)): 	[(0, 3, 22),(1, 6, 17),(2, 5, 9),(7, 12, 14),(8, 15, 20),(10, 19, 23),(11, 16, 29),(13, 18, 27),(21, 26, 31),(24, 25, 30)]
Group 143 (omitted pair: (4, 29)): 	[(0, 18, 19),(1, 3, 9),(2, 21, 22),(5, 25, 26),(6, 20, 30),(7, 17, 24),(8, 16, 23),(10, 12, 14),(11, 13, 15),(27, 28, 31)]
Group 144 (omitted pair: (4, 30)): 	[(0, 10, 28),(1, 17, 25),(2, 13, 23),(3, 14, 29),(5, 22, 27),(6, 16, 18),(7, 12, 15),(8, 9, 26),(11, 20, 24),(19, 21, 31)]
Group 145 (omitted pair: (4, 31)): 	[(0, 12, 29),(1, 25, 28),(2, 17, 26),(3, 14, 15),(5, 7, 10),(6, 19, 30),(8, 13, 24),(9, 16, 27),(11, 20, 22),(18, 21, 23)]
Group 146 (omitted pair: (5, 6)): 	[(0, 11, 23),(1, 16, 28),(2, 8, 21),(3, 7, 20),(4, 14, 24),(9, 18, 22),(10, 29, 31),(12, 25, 26),(13, 15, 30),(17, 19, 27)]
Group 147 (omitted pair: (5, 7)): 	[(0, 12, 23),(1, 21, 22),(2, 11, 19),(3, 4, 20),(6, 17, 18),(8, 14, 15),(9, 13, 29),(10, 16, 24),(25, 30, 31),(26, 27, 28)]
Group 148 (omitted pair: (5, 8)): 	[(0, 15, 18),(1, 2, 25),(3, 11, 20),(4, 13, 23),(6, 10, 16),(7, 21, 31),(9, 17, 26),(12, 14, 28),(19, 22, 24),(27, 29, 30)]
Group 149 (omitted pair: (5, 9)): 	[(0, 6, 23),(1, 16, 21),(2, 7, 18),(3, 14, 19),(4, 12, 26),(8, 20, 31),(10, 13, 28),(11, 22, 25),(15, 29, 30),(17, 24, 27)]
Group 150 (omitted pair: (5, 10)): 	[(0, 15, 17),(1, 26, 29),(2, 8, 30),(3, 11, 31),(4, 22, 25),(6, 9, 27),(7, 14, 24),(12, 21, 28),(13, 20, 23),(16, 18, 19)]
Group 151 (omitted pair: (5, 11)): 	[(0, 22, 28),(1, 24, 29),(2, 10, 14),(3, 17, 19),(4, 21, 25),(6, 7, 27),(8, 18, 31),(9, 15, 26),(12, 16, 23),(13, 20, 30)]
Group 152 (omitted pair: (5, 12)): 	[(0, 30, 31),(1, 10, 24),(2, 3, 13),(4, 18, 19),(6, 11, 23),(7, 15, 21),(8, 16, 28),(9, 14, 22),(17, 26, 29),(20, 25, 27)]
Group 153 (omitted pair: (5, 13)): 	[(0, 6, 28),(1, 11, 17),(2, 29, 30),(3, 21, 26),(4, 15, 19),(7, 10, 14),(8, 12, 23),(9, 22, 27),(16, 24, 25),(18, 20, 31)]
Group 154 (omitted pair: (5, 14)): 	[(0, 8, 24),(1, 13, 16),(2, 21, 23),(3, 11, 22),(4, 25, 26),(6, 19, 29),(7, 12, 17),(9, 15, 27),(10, 18, 20),(28, 30, 31)]
Group 155 (omitted pair: (5, 15)): 	[(0, 10, 14),(1, 18, 29),(2, 22, 26),(3, 23, 24),(4, 7, 16),(6, 28, 31),(8, 21, 30),(9, 13, 19),(11, 12, 25),(17, 20, 27)]
Group 156 (omitted pair: (5, 16)): 	[(0, 9, 15),(1, 17, 26),(2, 11, 30),(3, 25, 29),(4, 13, 14),(6, 10, 28),(7, 18, 23),(8, 12, 21),(19, 22, 31),(20, 24, 27)]
Group 157 (omitted pair: (5, 17)): 	[(0, 1, 30),(2, 28, 31),(3, 16, 24),(4, 10, 13),(6, 25, 27),(7, 14, 18),(8, 20, 21),(9, 23, 26),(11, 12, 22),(15, 19, 29)]
Group 158 (omitted pair: (5, 18)): 	[(0, 6, 30),(1, 3, 16),(2, 8, 27),(4, 7, 11),(9, 29, 31),(10, 24, 25),(12, 22, 28),(13, 15, 19),(14, 23, 26),(17, 20, 21)]
Group 159 (omitted pair: (5, 19)): 	[(0, 4, 21),(1, 26, 31),(2, 23, 30),(3, 16, 22),(6, 10, 17),(7, 11, 18),(8, 14, 29),(9, 24, 28),(12, 15, 27),(13, 20, 25)]
Group 160 (omitted pair: (5, 20)): 	[(0, 12, 28),(1, 21, 23),(2, 13, 17),(3, 6, 27),(4, 8, 15),(7, 24, 31),(9, 18, 25),(10, 14, 16),(11, 22, 26),(19, 29, 30)]
Group 161 (omitted pair: (5, 21)): 	[(0, 25, 31),(1, 9, 20),(2, 7, 16),(3, 6, 11),(4, 12, 17),(8, 13, 18),(10, 24, 26),(14, 23, 27),(15, 28, 29),(19, 22, 30)]
Group 162 (omitted pair: (5, 22)): 	[(0, 21, 25),(1, 16, 27),(2, 6, 10),(3, 14, 24),(4, 12, 29),(7, 9, 13),(8, 17, 28),(11, 18, 31),(15, 19, 30),(20, 23, 26)]
Group 163 (omitted pair: (5, 23)): 	[(0, 7, 13),(1, 15, 31),(2, 4, 11),(3, 17, 26),(6, 8, 10),(9, 19, 27),(12, 25, 29),(14, 20, 24),(16, 28, 30),(18, 21, 22)]
Group 164 (omitted pair: (5, 24)): 	[(0, 8, 31),(1, 3, 11),(2, 10, 30),(4, 18, 20),(6, 16, 25),(7, 14, 29),(9, 13, 22),(12, 15, 19),(17, 21, 27),(23, 26, 28)]
Group 165 (omitted pair: (5, 25)): 	[(0, 15, 21),(1, 22, 30),(2, 7, 17),(3, 10, 18),(4, 14, 28),(6, 23, 27),(8, 19, 26),(9, 13, 31),(11, 20, 29),(12, 16, 24)]
Group 166 (omitted pair: (5, 26)): 	[(0, 8, 14),(1, 18, 27),(2, 17, 21),(3, 4, 22),(6, 12, 24),(7, 15, 23),(9, 11, 19),(10, 13, 20),(16, 25, 31),(28, 29, 30)]
Group 167 (omitted pair: (5, 27)): 	[(0, 20, 28),(1, 24, 30),(2, 4, 22),(3, 15, 16),(6, 13, 14),(7, 18, 21),(8, 12, 26),(9, 19, 23),(10, 11, 31),(17, 25, 29)]
Group 168 (omitted pair: (5, 28)): 	[(0, 23, 26),(1, 18, 24),(2, 8, 17),(3, 10, 15),(4, 14, 29),(6, 9, 19),(7, 11, 21),(12, 20, 31),(13, 27, 30),(16, 22, 25)]
Group 169 (omitted pair: (5, 29)): 	[(0, 12, 17),(1, 11, 18),(2, 20, 27),(3, 19, 22),(4, 8, 10),(6, 24, 31),(7, 23, 26),(9, 16, 28),(13, 21, 25),(14, 15, 30)]
Group 170 (omitted pair: (5, 30)): 	[(0, 19, 21),(1, 4, 23),(2, 18, 31),(3, 11, 13),(6, 9, 16),(7, 8, 27),(10, 24, 28),(12, 14, 25),(15, 17, 20),(22, 26, 29)]
Group 171 (omitted pair: (5, 31)): 	[(0, 15, 20),(1, 2, 6),(3, 14, 18),(4, 17, 22),(7, 11, 12),(8, 10, 25),(9, 26, 30),(13, 24, 29),(16, 19, 21),(23, 27, 28)]
Group 172 (omitted pair: (6, 7)): 	[(0, 8, 15),(1, 13, 22),(2, 17, 30),(3, 24, 26),(4, 12, 31),(5, 18, 28),(9, 11, 21),(10, 25, 29),(14, 16, 27),(19, 20, 23)]
Group 173 (omitted pair: (6, 8)): 	[(0, 14, 15),(1, 7, 16),(2, 5, 18),(3, 28, 29),(4, 26, 31),(9, 20, 23),(10, 24, 27),(11, 21, 30),(12, 22, 25),(13, 17, 19)]
Group 174 (omitted pair: (6, 9)): 	[(0, 2, 26),(1, 12, 18),(3, 20, 27),(4, 14, 25),(5, 10, 22),(7, 11, 31),(8, 13, 15),(16, 24, 28),(17, 19, 29),(21, 23, 30)]
Group 175 (omitted pair: (6, 10)): 	[(0, 9, 21),(1, 11, 14),(2, 24, 31),(3, 16, 17),(4, 8, 28),(5, 7, 12),(13, 26, 29),(15, 25, 27),(18, 19, 22),(20, 23, 30)]
Group 176 (omitted pair: (6, 11)): 	[(0, 13, 17),(1, 9, 30),(2, 12, 15),(3, 7, 28),(4, 14, 21),(5, 22, 31),(8, 19, 29),(10, 23, 24),(16, 25, 26),(18, 20, 27)]
Group 177 (omitted pair: (6, 12)): 	[(0, 28, 31),(1, 5, 10),(2, 16, 17),(3, 13, 14),(4, 21, 22),(7, 8, 15),(9, 23, 30),(11, 24, 25),(18, 26, 29),(19, 20, 27)]
Group 178 (omitted pair: (6, 13)): 	[(0, 14, 21),(1, 3, 15),(2, 25, 31),(4, 16, 27),(5, 18, 24),(7, 17, 23),(8, 12, 22),(9, 28, 29),(10, 11, 26),(19, 20, 30)]
Group 179 (omitted pair: (6, 14)): 	[(0, 4, 19),(1, 3, 29),(2, 11, 13),(5, 21, 22),(7, 8, 20),(9, 10, 17),(12, 23, 28),(15, 26, 30),(16, 18, 24),(25, 27, 31)]
Group 180 (omitted pair: (6, 15)): 	[(0, 17, 23),(1, 7, 31),(2, 20, 28),(3, 12, 13),(4, 8, 18),(5, 11, 22),(9, 25, 29),(10, 19, 27),(14, 21, 30),(16, 24, 26)]
Group 181 (omitted pair: (6, 16)): 	[(0, 2, 24),(1, 28, 30),(3, 14, 22),(4, 18, 21),(5, 15, 19),(7, 11, 29),(8, 12, 27),(9, 25, 31),(10, 13, 23),(17, 20, 26)]
Group 182 (omitted pair: (6, 17)): 	[(0, 5, 25),(1, 14, 29),(2, 13, 31),(3, 10, 22),(4, 8, 23),(7, 18, 28),(9, 16, 20),(11, 12, 26),(15, 21, 27),(19, 24, 30)]
Group 183 (omitted pair: (6, 18)): 	[(0, 5, 24),(1, 16, 19),(2, 3, 8),(4, 10, 12),(7, 22, 23),(9, 17, 27),(11, 26, 29),(13, 14, 20),(15, 21, 31),(25, 28, 30)]
Group 184 (omitted pair: (6, 19)): 	[(0, 2, 15),(1, 17, 27),(3, 5, 14),(4, 16, 24),(7, 21, 29),(8, 23, 25),(9, 10, 11),(12, 20, 26),(13, 18, 28),(22, 30, 31)]
Group 185 (omitted pair: (6, 20)): 	[(0, 19, 28),(1, 11, 15),(2, 21, 27),(3, 10, 29),(4, 8, 26),(5, 24, 25),(7, 9, 14),(12, 18, 22),(13, 16, 23),(17, 30, 31)]
Group 186 (omitted pair: (6, 21)): 	[(0, 1, 22),(2, 13, 18),(3, 5, 20),(4, 14, 15),(7, 19, 31),(8, 17, 29),(9, 10, 24),(11, 26, 27),(12, 16, 30),(23, 25, 28)]
Group 187 (omitted pair: (6, 22)): 	[(0, 8, 29),(1, 20, 31),(2, 9, 12),(3, 26, 30),(4, 18, 28),(5, 10, 13),(7, 23, 27),(11, 17, 21),(14, 15, 16),(19, 24, 25)]
Group 188 (omitted pair: (6, 23)): 	[(0, 12, 20),(1, 11, 30),(2, 8, 14),(3, 5, 19),(4, 7, 18),(9, 24, 31),(10, 22, 29),(13, 16, 27),(15, 21, 25),(17, 26, 28)]
Group 189 (omitted pair: (6, 24)): 	[(0, 7, 14),(1, 10, 28),(2, 16, 19),(3, 17, 21),(4, 8, 11),(5, 13, 15),(9, 27, 31),(12, 26, 30),(18, 20, 22),(23, 25, 29)]
Group 190 (omitted pair: (6, 25)): 	[(0, 3, 13),(1, 7, 21),(2, 10, 28),(4, 9, 27),(5, 12, 18),(8, 16, 26),(11, 29, 30),(14, 20, 31),(15, 22, 24),(17, 19, 23)]
Group 191 (omitted pair: (6, 26)): 	[(0, 4, 20),(1, 16, 24),(2, 8, 10),(3, 14, 28),(5, 21, 30),(7, 23, 29),(9, 18, 27),(11, 12, 13),(15, 25, 31),(17, 19, 22)]
Group 192 (omitted pair: (6, 27)): 	[(0, 18, 25),(1, 4, 26),(2, 9, 15),(3, 19, 24),(5, 16, 28),(7, 8, 23),(10, 12, 13),(11, 14, 17),(20, 22, 30),(21, 29, 31)]
Group 193 (omitted pair: (6, 28)): 	[(0, 7, 26),(1, 3, 27),(2, 19, 22),(4, 17, 20),(5, 11, 18),(8, 9, 12),(10, 29, 30),(13, 14, 24),(15, 23, 31),(16, 21, 25)]
Group 194 (omitted pair: (6, 29)): 	[(0, 19, 20),(1, 9, 14),(2, 3, 10),(4, 24, 31),(5, 11, 28),(7, 8, 21),(12, 13, 18),(15, 22, 26),(16, 25, 30),(17, 23, 27)]
Group 195 (omitted pair: (6, 30)): 	[(0, 14, 16),(1, 12, 28),(2, 19, 20),(3, 5, 10),(4, 15, 29),(7, 23, 25),(8, 22, 27),(9, 11, 26),(13, 17, 21),(18, 24, 31)]
Group 196 (omitted pair: (6, 31)): 	[(0, 2, 19),(1, 3, 24),(4, 23, 29),(5, 14, 21),(7, 9, 18),(8, 16, 22),(10, 20, 25),(11, 26, 28),(12, 13, 17),(15, 27, 30)]
Group 197 (omitted pair: (7, 8)): 	[(0, 24, 29),(1, 3, 21),(2, 10, 22),(4, 5, 30),(6, 12, 25),(9, 17, 28),(11, 23, 31),(13, 20, 26),(14, 15, 18),(16, 19, 27)]
Group 198 (omitted pair: (7, 9)): 	[(0, 12, 15),(1, 8, 26),(2, 22, 27),(3, 5, 31),(4, 11, 17),(6, 21, 28),(10, 19, 20),(13, 14, 25),(16, 18, 23),(24, 29, 30)]
Group 199 (omitted pair: (7, 10)): 	[(0, 24, 25),(1, 4, 29),(2, 8, 16),(3, 15, 31),(5, 9, 19),(6, 13, 21),(11, 17, 26),(12, 20, 27),(14, 22, 23),(18, 28, 30)]
Group 200 (omitted pair: (7, 11)): 	[(0, 15, 26),(1, 9, 16),(2, 19, 31),(3, 17, 25),(4, 6, 13),(5, 20, 24),(8, 21, 27),(10, 28, 30),(12, 22, 23),(14, 18, 29)]
Group 201 (omitted pair: (7, 12)): 	[(0, 15, 16),(1, 6, 26),(2, 4, 10),(3, 29, 31),(5, 17, 18),(8, 9, 19),(11, 20, 30),(13, 24, 25),(14, 22, 28),(21, 23, 27)]
Group 202 (omitted pair: (7, 13)): 	[(0, 12, 14),(1, 10, 21),(2, 18, 28),(3, 4, 15),(5, 22, 30),(6, 8, 17),(9, 16, 19),(11, 23, 29),(20, 24, 31),(25, 26, 27)]
Group 203 (omitted pair: (7, 14)): 	[(0, 4, 31),(1, 11, 19),(2, 3, 27),(5, 12, 17),(6, 9, 20),(8, 22, 25),(10, 21, 24),(13, 16, 28),(15, 18, 26),(23, 29, 30)]
Group 204 (omitted pair: (7, 15)): 	[(0, 2, 31),(1, 4, 13),(3, 14, 21),(5, 9, 16),(6, 8, 27),(10, 12, 17),(11, 26, 30),(18, 22, 29),(19, 20, 25),(23, 24, 28)]
Group 205 (omitted pair: (7, 16)): 	[(0, 5, 10),(1, 9, 28),(2, 26, 29),(3, 8, 20),(4, 12, 18),(6, 23, 24),(11, 15, 17),(13, 30, 31),(14, 22, 27),(19, 21, 25)]
Group 206 (omitted pair: (7, 17)): 	[(0, 15, 29),(1, 18, 21),(2, 14, 26),(3, 5, 24),(4, 30, 31),(6, 16, 28),(8, 9, 20),(10, 22, 27),(11, 23, 25),(12, 13, 19)]
Group 207 (omitted pair: (7, 18)): 	[(0, 16, 17),(1, 2, 24),(3, 6, 31),(4, 5, 12),(8, 13, 28),(9, 19, 25),(10, 20, 26),(11, 15, 29),(14, 21, 23),(22, 27, 30)]
Group 208 (omitted pair: (7, 19)): 	[(0, 26, 27),(1, 18, 23),(2, 6, 11),(3, 5, 28),(4, 20, 29),(8, 17, 25),(9, 13, 24),(10, 21, 30),(12, 16, 31),(14, 15, 22)]
Group 209 (omitted pair: (7, 20)): 	[(0, 21, 27),(1, 19, 31),(2, 4, 15),(3, 14, 30),(5, 12, 16),(6, 13, 26),(8, 18, 25),(9, 22, 29),(10, 11, 24),(17, 23, 28)]
Group 210 (omitted pair: (7, 21)): 	[(0, 23, 29),(1, 2, 20),(3, 13, 17),(4, 15, 24),(5, 6, 26),(8, 12, 31),(9, 25, 30),(10, 16, 28),(11, 18, 27),(14, 19, 22)]
Group 211 (omitted pair: (7, 22)): 	[(0, 20, 26),(1, 4, 24),(2, 8, 25),(3, 15, 29),(5, 12, 14),(6, 28, 30),(9, 16, 17),(10, 11, 18),(13, 27, 31),(19, 21, 23)]
Group 212 (omitted pair: (7, 23)): 	[(0, 15, 22),(1, 8, 13),(2, 11, 28),(3, 14, 27),(4, 18, 24),(5, 26, 29),(6, 16, 19),(9, 12, 21),(10, 17, 30),(20, 25, 31)]
Group 213 (omitted pair: (7, 24)): 	[(0, 21, 29),(1, 10, 16),(2, 17, 19),(3, 25, 31),(4, 5, 9),(6, 12, 13),(8, 20, 22),(11, 23, 30),(14, 18, 28),(15, 26, 27)]
Group 214 (omitted pair: (7, 25)): 	[(0, 9, 26),(1, 2, 30),(3, 4, 23),(5, 10, 11),(6, 15, 21),(8, 19, 31),(12, 14, 17),(13, 16, 18),(20, 22, 24),(27, 28, 29)]
Group 215 (omitted pair: (7, 26)): 	[(0, 11, 24),(1, 6, 16),(2, 3, 18),(4, 14, 19),(5, 9, 12),(8, 27, 29),(10, 21, 28),(13, 22, 31),(15, 23, 30),(17, 20, 25)]
Group 216 (omitted pair: (7, 27)): 	[(0, 4, 5),(1, 9, 24),(2, 23, 25),(3, 11, 19),(6, 16, 26),(8, 18, 29),(10, 17, 20),(12, 21, 30),(13, 22, 28),(14, 15, 31)]
Group 217 (omitted pair: (7, 28)): 	[(0, 9, 29),(1, 19, 27),(2, 12, 13),(3, 16, 18),(4, 10, 25),(5, 8, 23),(6, 24, 26),(11, 22, 30),(14, 15, 21),(17, 20, 31)]
Group 218 (omitted pair: (7, 29)): 	[(0, 18, 27),(1, 13, 25),(2, 20, 30),(3, 5, 26),(4, 15, 22),(6, 8, 24),(9, 21, 23),(10, 14, 31),(11, 17, 28),(12, 16, 19)]
Group 219 (omitted pair: (7, 30)): 	[(0, 22, 25),(1, 11, 27),(2, 10, 19),(3, 4, 31),(5, 14, 28),(6, 8, 12),(9, 15, 18),(13, 17, 23),(16, 26, 29),(20, 21, 24)]
Group 220 (omitted pair: (7, 31)): 	[(0, 11, 26),(1, 12, 27),(2, 10, 20),(3, 13, 16),(4, 8, 24),(5, 28, 29),(6, 19, 25),(9, 21, 22),(14, 17, 23),(15, 18, 30)]
Group 221 (omitted pair: (8, 9)): 	[(0, 17, 30),(1, 16, 31),(2, 13, 15),(3, 23, 25),(4, 6, 22),(5, 21, 27),(7, 26, 28),(10, 19, 24),(11, 12, 18),(14, 20, 29)]
Group 222 (omitted pair: (8, 10)): 	[(0, 13, 14),(1, 17, 21),(2, 9, 22),(3, 12, 16),(4, 18, 29),(5, 24, 31),(6, 27, 30),(7, 11, 19),(15, 25, 26),(20, 23, 28)]
Group 223 (omitted pair: (8, 11)): 	[(0, 14, 18),(1, 15, 27),(2, 7, 25),(3, 17, 23),(4, 10, 24),(5, 28, 30),(6, 13, 22),(9, 20, 26),(12, 21, 31),(16, 19, 29)]
Group 224 (omitted pair: (8, 12)): 	[(0, 5, 18),(1, 3, 10),(2, 23, 26),(4, 9, 11),(6, 13, 20),(7, 14, 27),(15, 16, 29),(17, 21, 31),(19, 25, 28),(22, 24, 30)]
Group 225 (omitted pair: (8, 13)): 	[(0, 17, 21),(1, 14, 15),(2, 28, 29),(3, 11, 12),(4, 20, 24),(5, 9, 10),(6, 23, 26),(7, 16, 18),(19, 30, 31),(22, 25, 27)]
Group 226 (omitted pair: (8, 14)): 	[(0, 4, 23),(1, 9, 25),(2, 12, 21),(3, 27, 31),(5, 17, 22),(6, 11, 26),(7, 20, 30),(10, 15, 19),(13, 16, 29),(18, 24, 28)]
Group 227 (omitted pair: (8, 15)): 	[(0, 2, 18),(1, 11, 20),(3, 12, 19),(4, 17, 28),(5, 13, 14),(6, 22, 29),(7, 10, 24),(9, 26, 31),(16, 27, 30),(21, 23, 25)]
Group 228 (omitted pair: (8, 16)): 	[(0, 3, 24),(1, 12, 23),(2, 20, 22),(4, 9, 19),(5, 14, 29),(6, 17, 21),(7, 18, 26),(10, 25, 30),(11, 15, 31),(13, 27, 28)]
Group 229 (omitted pair: (8, 17)): 	[(0, 16, 24),(1, 2, 21),(3, 10, 13),(4, 22, 28),(5, 7, 9),(6, 19, 31),(11, 12, 27),(14, 18, 26),(15, 23, 25),(20, 29, 30)]
Group 230 (omitted pair: (8, 18)): 	[(0, 9, 24),(1, 25, 27),(2, 19, 29),(3, 6, 26),(4, 15, 17),(5, 20, 30),(7, 13, 28),(10, 12, 23),(11, 14, 31),(16, 21, 22)]
Group 231 (omitted pair: (8, 19)): 	[(0, 23, 28),(1, 22, 25),(2, 13, 24),(3, 11, 30),(4, 17, 21),(5, 15, 16),(6, 14, 18),(7, 20, 29),(9, 10, 12),(26, 27, 31)]
Group 232 (omitted pair: (8, 20)): 	[(0, 7, 9),(1, 5, 27),(2, 14, 22),(3, 28, 30),(4, 18, 31),(6, 11, 25),(10, 16, 29),(12, 21, 23),(13, 19, 24),(15, 17, 26)]
Group 233 (omitted pair: (8, 21)): 	[(0, 25, 30),(1, 12, 26),(2, 3, 23),(4, 9, 16),(5, 13, 27),(6, 28, 29),(7, 20, 24),(10, 15, 22),(11, 17, 31),(14, 18, 19)]
Group 234 (omitted pair: (8, 22)): 	[(0, 2, 21),(1, 16, 20),(3, 13, 25),(4, 9, 30),(5, 23, 29),(6, 15, 24),(7, 11, 17),(10, 27, 31),(12, 18, 19),(14, 26, 28)]
Group 235 (omitted pair: (8, 23)): 	[(0, 6, 21),(1, 4, 18),(2, 9, 31),(3, 24, 25),(5, 16, 17),(7, 19, 20),(10, 11, 13),(12, 27, 28),(14, 22, 30),(15, 26, 29)]
Group 236 (omitted pair: (8, 24)): 	[(0, 7, 19),(1, 9, 29),(2, 12, 30),(3, 5, 17),(4, 10, 28),(6, 18, 31),(11, 23, 27),(13, 15, 22),(14, 16, 26),(20, 21, 25)]
Group 237 (omitted pair: (8, 25)): 	[(0, 7, 23),(1, 9, 18),(2, 4, 31),(3, 10, 26),(5, 24, 30),(6, 19, 27),(11, 17, 20),(12, 22, 29),(13, 16, 21),(14, 15, 28)]
Group 238 (omitted pair: (8, 26)): 	[(0, 6, 24),(1, 19, 20),(2, 22, 28),(3, 5, 15),(4, 25, 27),(7, 11, 23),(9, 21, 30),(10, 16, 17),(12, 14, 29),(13, 18, 31)]
Group 239 (omitted pair: (8, 27)): 	[(0, 20, 29),(1, 7, 24),(2, 4, 30),(3, 13, 19),(5, 12, 25),(6, 15, 23),(9, 14, 21),(10, 26, 28),(11, 16, 18),(17, 22, 31)]
Group 240 (omitted pair: (8, 28)): 	[(0, 4, 29),(1, 21, 27),(2, 14, 16),(3, 12, 26),(5, 7, 23),(6, 17, 19),(9, 15, 24),(10, 22, 30),(11, 18, 20),(13, 25, 31)]
Group 241 (omitted pair: (8, 29)): 	[(0, 11, 14),(1, 20, 22),(2, 13, 30),(3, 16, 19),(4, 10, 18),(5, 6, 31),(7, 25, 26),(9, 12, 23),(15, 24, 27),(17, 21, 28)]
Group 242 (omitted pair: (8, 30)): 	[(0, 1, 25),(2, 7, 11),(3, 18, 21),(4, 9, 29),(5, 13, 26),(6, 15, 20),(10, 22, 24),(12, 17, 28),(14, 19, 31),(16, 23, 27)]
Group 243 (omitted pair: (8, 31)): 	[(0, 17, 20),(1, 13, 14),(2, 3, 15),(4, 10, 11),(5, 7, 30),(6, 18, 25),(9, 19, 26),(12, 23, 24),(16, 22, 29),(21, 27, 28)]
